seed,scenario,model,episode,total_cost,sustainability_score,bullwhip_ratio,inv_turnover
42,Stable_Operations,M3: PPO + Priors,4,14885000.364110708,0.5372250978420009,30.56900981293551,0.018752002740796747
42,Stable_Operations,M3: PPO + Priors,5,15388581.771348298,0.5348680681736838,29.769746049418607,0.017517025194891556
42,Stable_Operations,M3: PPO + Priors,6,15445906.168338716,0.5350333045107147,30.66228303809599,0.017631991518896894
42,Stable_Operations,M3: PPO + Priors,7,14986585.153311431,0.5353341845420649,26.867386083133713,0.018256083460267733
42,Stable_Operations,M3: PPO + Priors,8,15738201.601890802,0.536217173241277,25.41633910568886,0.01722922794816971
42,Stable_Operations,M3: PPO + Priors,9,15404429.072042465,0.5345527445073374,22.97845494189659,0.017769618685103357
42,Stable_Operations,M3: PPO + Priors,10,15268631.597202241,0.5355082568014023,28.32331024431538,0.019482958435348148
42,Stable_Operations,M3: PPO + Priors,11,15080967.346260965,0.5358873288596648,30.216241281250174,0.017658817722635046
42,Stable_Operations,M3: PPO + Priors,12,15036292.84973222,0.5355358496160182,25.81932587170891,0.01754815105103671
42,Stable_Operations,M3: PPO + Priors,13,15514275.018718362,0.5368670031564279,29.985547681236064,0.018499273874700545
42,Stable_Operations,M3: PPO + Priors,14,15846320.496810079,0.5360893823442879,23.20358068129597,0.01680744095199111
42,Stable_Operations,M3: PPO + Priors,15,15357995.254906297,0.5360632855694343,27.153636207999117,0.01769626088404915
42,Stable_Operations,M3: PPO + Priors,16,15805515.57232505,0.5358085468437813,29.357148230390234,0.017561646559089303
42,Stable_Operations,M3: PPO + Priors,17,15630460.635154247,0.5358353582436568,29.866811737390712,0.018693835682076755
42,Stable_Operations,M3: PPO + Priors,18,15202039.402783632,0.5351167768527146,30.14455118399389,0.017651886939684978
42,Stable_Operations,M3: PPO + Priors,19,15539036.920666635,0.5350137449090129,24.449855241449672,0.017713271803654257
42,Stable_Operations,M3: PPO + Priors,20,15724503.749149382,0.5353343481492527,34.14032318525529,0.01774569118139485
42,Stable_Operations,M3: PPO + Priors,21,16089395.30972004,0.5356741338132386,32.11539068519137,0.017378148192734883
42,Stable_Operations,M3: PPO + Priors,22,15147981.380554676,0.5350638467330513,28.99186785263714,0.018219705551893256
42,Stable_Operations,M3: PPO + Priors,23,15379590.79260099,0.5355387423564709,27.142939506283746,0.01769547648815064
42,Stable_Operations,M3: PPO + Priors,24,15487486.427144349,0.5344132077856145,26.329238022892614,0.017907398700945838
42,Stable_Operations,M3: PPO + Priors,25,15125787.52653724,0.5355764871268025,23.437595871094967,0.01903408984878076
42,Stable_Operations,M3: PPO + Priors,26,14984414.383161664,0.5363674281907355,27.241551524182846,0.018865028934300386
42,Stable_Operations,M3: PPO + Priors,27,15279679.760053873,0.5364935081669272,32.71769003281491,0.019279784469470523
42,Stable_Operations,M3: PPO + Priors,28,15770761.947396576,0.535468142688046,30.10333843980772,0.01781273847349748
42,Stable_Operations,M3: PPO + Priors,29,15412705.53439051,0.5374062459305574,35.1605817092713,0.019446767249012877
42,Stable_Operations,M3: PPO + Priors,30,14765354.532054186,0.5360465796288342,30.272191767082667,0.017647297193728075
42,Stable_Operations,M3: PPO + Priors,31,15375309.577022612,0.536548138407709,31.169955419832732,0.018026340605717953
42,Stable_Operations,M3: PPO + Priors,32,14994186.013537407,0.5371573007031317,29.862395795108743,0.018386420441737047
42,Stable_Operations,M3: PPO + Priors,33,15285721.282713473,0.5359636357652722,30.41088327192314,0.018142795213801022
42,Stable_Operations,M3: PPO + Priors,34,15121466.301844537,0.5373809510197375,28.615194011529468,0.01903789762694632
42,Stable_Operations,M3: PPO + Priors,35,14967439.74713087,0.5366091965845752,26.68659441201426,0.01819528861295992
42,Stable_Operations,M3: PPO + Priors,36,15578179.472777128,0.5364085719608562,32.85340449466466,0.017432835675313056
42,Stable_Operations,M3: PPO + Priors,37,14950892.666782975,0.5350704118281429,28.43700768861139,0.017771267047278157
42,Stable_Operations,M3: PPO + Priors,38,15145518.648332357,0.5352906255659522,22.4504871583545,0.01774893775540119
42,Stable_Operations,M3: PPO + Priors,39,15689568.913811326,0.5357367475143461,25.839071855612957,0.017247430875605308
42,Stable_Operations,M3: PPO + Priors,40,15107232.72536093,0.5354307482602985,29.801338542110333,0.018236226619819693
42,Stable_Operations,M3: PPO + Priors,41,15713073.496596396,0.5362833038984511,27.937586497242584,0.017550834647401193
42,Stable_Operations,M3: PPO + Priors,42,15725515.27658385,0.5356487899422563,29.94196230524408,0.017791652703484782
42,Stable_Operations,M3: PPO + Priors,43,15844482.294119716,0.5362477028786113,27.79694901075533,0.018712775509229108
42,Stable_Operations,M3: PPO + Priors,44,15389453.364352882,0.5362205046419344,25.21448825618267,0.01831612204085022
42,Stable_Operations,M3: PPO + Priors,45,15375414.971973717,0.5373013960033556,27.426920523303643,0.017871369509900186
42,Stable_Operations,M3: PPO + Priors,46,14978241.603978634,0.5354959756625652,24.25154560781482,0.017747083592319385
42,Stable_Operations,M3: PPO + Priors,47,15575804.77236545,0.5335271793487064,24.07959082390168,0.01678621334719001
42,Stable_Operations,M3: PPO + Priors,48,15286322.107589245,0.5360247597139921,28.69566761468133,0.017435302446764327
42,Stable_Operations,M3: PPO + Priors,49,15095983.861826539,0.5372181457584494,30.14920326017747,0.01832166678632746
42,Stable_Operations,M1: Base-Stock,0,45439157.28134537,0.5728416572363259,0.0,0.008767195785331309
42,Stable_Operations,M1: Base-Stock,1,45544860.08038139,0.5728416572363259,0.0,0.008725004692773174
42,Stable_Operations,M1: Base-Stock,2,46129742.69316864,0.5728416572363259,0.0,0.008644337234750115
42,Stable_Operations,M1: Base-Stock,3,44819472.54641342,0.5728416572363259,0.0,0.008914593775399585
42,Stable_Operations,M1: Base-Stock,4,46248062.75699997,0.5728416572363259,0.0,0.008639686886912266
42,Stable_Operations,M1: Base-Stock,5,45134826.53109741,0.5728416572363259,0.0,0.008843421219313865
42,Stable_Operations,M1: Base-Stock,6,45261154.086099625,0.5728416572363259,0.0,0.00878930219276277
42,Stable_Operations,M1: Base-Stock,7,44541851.59884262,0.5728416572363259,0.0,0.008960948066172692
42,Stable_Operations,M1: Base-Stock,8,45415284.17061615,0.5728416572363259,0.0,0.008780467464555831
42,Stable_Operations,M1: Base-Stock,9,45221978.51050949,0.5728416572363259,0.0,0.008792856519054888
42,Stable_Operations,M1: Base-Stock,10,44794082.74220276,0.5728416572363259,0.0,0.008881792571007392
42,Stable_Operations,M1: Base-Stock,11,45039955.99574089,0.5728416572363259,0.0,0.008834945892185787
42,Stable_Operations,M1: Base-Stock,12,45840532.52243805,0.5728416572363259,0.0,0.008676202158413132
42,Stable_Operations,M1: Base-Stock,13,45186102.17951584,0.5728416572363259,0.0,0.008830093593389233
42,Stable_Operations,M1: Base-Stock,14,45129257.4893837,0.5728416572363259,0.0,0.00881265546853235
42,Stable_Operations,M1: Base-Stock,15,45167204.19236755,0.5728416572363259,0.0,0.008838567562792079
42,Stable_Operations,M1: Base-Stock,16,44762820.47755432,0.5728416572363259,0.0,0.008914768718997504
42,Stable_Operations,M1: Base-Stock,17,45638545.47022629,0.5728416572363259,0.0,0.008735768766174616
42,Stable_Operations,M1: Base-Stock,18,45747678.9758625,0.5728416572363259,0.0,0.008684022507184095
42,Stable_Operations,M1: Base-Stock,19,45476716.70315933,0.5728416572363259,0.0,0.008739340414706337
42,Stable_Operations,M1: Base-Stock,20,45680576.775123596,0.5728416572363259,0.0,0.008695500056810261
42,Stable_Operations,M1: Base-Stock,21,45744866.27199936,0.5728416572363259,0.0,0.00870546692280633
42,Stable_Operations,M1: Base-Stock,22,44808311.13699341,0.5728416572363259,0.0,0.00889925956030861
42,Stable_Operations,M1: Base-Stock,23,45545200.483039856,0.5728416572363259,0.0,0.008735083067551224
42,Stable_Operations,M1: Base-Stock,24,45376903.195783615,0.5728416572363259,0.0,0.008760993183710987
42,Stable_Operations,M1: Base-Stock,25,46431788.97975159,0.5728416572363259,0.0,0.00854504074298494
42,Stable_Operations,M1: Base-Stock,26,45139431.2171669,0.5728416572363259,0.0,0.008827659795600478
42,Stable_Operations,M1: Base-Stock,27,45675292.798397064,0.5728416572363259,0.0,0.008734791718906997
42,Stable_Operations,M1: Base-Stock,28,45287823.108169556,0.5728416572363259,0.0,0.00883218481508909
42,Stable_Operations,M1: Base-Stock,29,45807468.22245026,0.5728416572363259,0.0,0.008697260301050551
42,Stable_Operations,M1: Base-Stock,30,45501339.12662125,0.5728416572363259,0.0,0.008777413782038513
42,Stable_Operations,M1: Base-Stock,31,44879867.74619293,0.5728416572363259,0.0,0.008901353681527866
42,Stable_Operations,M1: Base-Stock,32,44493345.67954254,0.5728416572363259,0.0,0.008953318942366754
42,Stable_Operations,M1: Base-Stock,33,45145162.131845474,0.5728416572363259,0.0,0.008809286300049355
42,Stable_Operations,M1: Base-Stock,34,44749232.603084564,0.5728416572363259,0.0,0.008950670831952447
42,Stable_Operations,M1: Base-Stock,35,46219067.83893585,0.5728416572363259,0.0,0.008613990245834818
42,Stable_Operations,M1: Base-Stock,36,45325110.360012054,0.5728416572363259,0.0,0.00878890494880769
42,Stable_Operations,M1: Base-Stock,37,45338227.824329376,0.5728416572363259,0.0,0.008770264020811722
42,Stable_Operations,M1: Base-Stock,38,46091710.57027054,0.5728416572363259,0.0,0.008643895726036941
42,Stable_Operations,M1: Base-Stock,39,46014195.75865173,0.5728416572363259,0.0,0.008624267163502425
42,Stable_Operations,M1: Base-Stock,40,44207061.23971176,0.5728416572363259,0.0,0.009035823779302357
42,Stable_Operations,M1: Base-Stock,41,45339247.34395218,0.5728416572363259,0.0,0.00876698989012254
42,Stable_Operations,M1: Base-Stock,42,44926316.83677292,0.5728416572363259,0.0,0.008857192486557421
42,Stable_Operations,M1: Base-Stock,43,46004916.01654053,0.5728416572363259,0.0,0.008630048334736592
42,Stable_Operations,M1: Base-Stock,44,44989490.63533783,0.5728416572363259,0.0,0.008874053377251423
42,Stable_Operations,M1: Base-Stock,45,43888422.11214447,0.5728416572363259,0.0,0.009101882972525248
42,Stable_Operations,M1: Base-Stock,46,44941700.16119385,0.5728416572363259,0.0,0.008853532808427433
42,Stable_Operations,M1: Base-Stock,47,45487434.77799606,0.5728416572363259,0.0,0.008745153653085296
42,Stable_Operations,M1: Base-Stock,48,44491637.99210358,0.5728416572363259,0.0,0.008967108941844285
42,Stable_Operations,M1: Base-Stock,49,44069978.56697655,0.5728416572363259,0.0,0.009077077928018986
123,Stable_Operations,M2: Vanilla PPO,0,20263448.30261761,0.6033025326231094,14.534151054365045,0.013171346540636758
123,Stable_Operations,M2: Vanilla PPO,1,20406549.85875058,0.6033195878933911,14.439353965900926,0.013329215718850995
123,Stable_Operations,M2: Vanilla PPO,2,20400409.187189102,0.6049502774725458,14.380800701660464,0.01302434895049559
123,Stable_Operations,M2: Vanilla PPO,3,20343303.860367358,0.6039146271675411,13.207637344893678,0.013181293869326132
123,Stable_Operations,M2: Vanilla PPO,4,19849216.973900676,0.6028759233927136,12.515941830366993,0.013447739505113725
123,Stable_Operations,M2: Vanilla PPO,5,19827775.72723508,0.602585163961332,14.023413252582033,0.013745291217199874
123,Stable_Operations,M2: Vanilla PPO,6,19898124.127941966,0.6046796502861824,12.488115067970597,0.013276810511083476
123,Stable_Operations,M2: Vanilla PPO,7,20211757.46708244,0.6046376666714702,14.919734776450372,0.01346134472826293
123,Stable_Operations,M2: Vanilla PPO,8,20166689.704247713,0.6038340533117524,12.650205446108254,0.013479030752013304
123,Stable_Operations,M2: Vanilla PPO,9,20200150.55974841,0.6046921847612106,12.145501433316097,0.013251416976724308
123,Stable_Operations,M2: Vanilla PPO,10,19629928.51527965,0.6044800770646928,12.958787095170125,0.013347001647287304
123,Stable_Operations,M2: Vanilla PPO,11,19861202.05855292,0.6043514643780408,13.380683989636214,0.013164615856726094
123,Stable_Operations,M2: Vanilla PPO,12,20114317.16103661,0.6036306220259718,12.62784050599372,0.012860773824180662
123,Stable_Operations,M2: Vanilla PPO,13,20306944.888136983,0.6046291799101623,12.363955077876325,0.012635279919287024
123,Stable_Operations,M2: Vanilla PPO,14,20591061.42736888,0.605585546249836,16.497822422107625,0.012723460980565164
123,Stable_Operations,M2: Vanilla PPO,15,20236669.657661557,0.6051127379655387,13.09723474415395,0.012954863479033948
123,Stable_Operations,M2: Vanilla PPO,16,20126820.074686944,0.6044866547935853,12.884422465650326,0.012963986116338158
123,Stable_Operations,M2: Vanilla PPO,17,20030265.345246553,0.6047501085814952,14.385600930349481,0.012938209772504101
123,Stable_Operations,M2: Vanilla PPO,18,20541878.056192935,0.6045958071411129,12.75242663219706,0.013061024570155684
123,Stable_Operations,M2: Vanilla PPO,19,19898910.14627409,0.60354931027538,12.280362604235508,0.013285253196773369
123,Stable_Operations,M2: Vanilla PPO,20,20131273.472645044,0.6031349329483701,13.758383083858584,0.013329513776918694
123,Stable_Operations,M2: Vanilla PPO,21,20184328.08875692,0.6043000275958734,14.693576308864415,0.013136828950285439
123,Stable_Operations,M2: Vanilla PPO,22,19906773.598648906,0.6037145658972656,16.84639221400195,0.013228779668493871
123,Stable_Operations,M2: Vanilla PPO,23,20521275.90482855,0.6049987787891113,13.354352396316225,0.012779709827371977
123,Stable_Operations,M2: Vanilla PPO,24,20108939.593904853,0.6046877823822621,13.80404874250933,0.013241675994860756
123,Stable_Operations,M2: Vanilla PPO,25,20085042.792420387,0.6045518771995095,15.785220000081596,0.013484986498609127
123,Stable_Operations,M2: Vanilla PPO,26,20437771.920910418,0.6043345457818342,14.276511579405142,0.01299275442146699
123,Stable_Operations,M2: Vanilla PPO,27,20269477.934152246,0.6034281047336867,11.999586974219225,0.013039796976429121
123,Stable_Operations,M2: Vanilla PPO,28,19834598.78211689,0.604442729247277,13.357002499433055,0.013083632153777279
123,Stable_Operations,M2: Vanilla PPO,29,20376535.116333127,0.6041701645613469,12.886753653501062,0.012867454007405174
123,Stable_Operations,M2: Vanilla PPO,30,20236127.77590227,0.6038444871239889,10.565365520449522,0.013316937358916897
123,Stable_Operations,M2: Vanilla PPO,31,20030400.11236471,0.6045011871532542,12.253115778670791,0.013388762570287515
123,Stable_Operations,M2: Vanilla PPO,32,20414325.905665934,0.6056068590500477,13.149943595366215,0.012988404175239112
123,Stable_Operations,M2: Vanilla PPO,33,20480232.192097187,0.605304621159107,13.782468045445944,0.013083521201668396
123,Stable_Operations,M2: Vanilla PPO,34,20410747.257143497,0.6052944818622786,12.155643298888043,0.012685534728448739
123,Stable_Operations,M2: Vanilla PPO,35,20077903.32600218,0.604579419897878,11.566665826915763,0.013377548763744944
123,Stable_Operations,M2: Vanilla PPO,36,20698905.852697134,0.6057319256351987,13.137954889177273,0.012695399622929102
123,Stable_Operations,M2: Vanilla PPO,37,19921592.42196989,0.6033557849125813,14.072806521390417,0.013295586315582432
123,Stable_Operations,M2: Vanilla PPO,38,20257531.181070685,0.6053418046545338,14.593063799367927,0.01295573136807481
123,Stable_Operations,M2: Vanilla PPO,39,20530768.48974067,0.6044748042371855,11.487125058269111,0.012812964874890245
123,Stable_Operations,M2: Vanilla PPO,40,19922748.505102634,0.6042138264524843,13.196100288981096,0.013410122089132687
123,Stable_Operations,M2: Vanilla PPO,41,20784519.1701591,0.6057284253459487,13.497263102442714,0.013045831003253263
123,Stable_Operations,M2: Vanilla PPO,42,19990398.249138474,0.6032263036398718,15.280264871001913,0.01368691418862225
123,Stable_Operations,M2: Vanilla PPO,43,20417752.84051472,0.6036845089516859,13.119896654084279,0.012851355331694837
123,Stable_Operations,M2: Vanilla PPO,44,20037628.558018565,0.6035718735398197,17.339999678099883,0.013169592128002785
123,Stable_Operations,M2: Vanilla PPO,45,20359905.542638063,0.6037722321655216,14.894020511222092,0.013229010955854438
123,Stable_Operations,M2: Vanilla PPO,46,19901445.869605124,0.60272419696008,14.63343696157377,0.013828115103883262
123,Stable_Operations,M2: Vanilla PPO,47,20517524.660354495,0.6053680096276659,14.390228365157672,0.013122177696014346
123,Stable_Operations,M2: Vanilla PPO,48,20126830.930668592,0.6018771261290327,15.831534992155584,0.01371390449037766
123,Stable_Operations,M2: Vanilla PPO,49,20303592.416238785,0.6045161235643521,15.60657117473852,0.013291298272981708
123,Stable_Operations,M3: PPO + Priors,0,14962143.561158061,0.418876959629459,12.493860200964148,0.01466939788055369
123,Stable_Operations,M3: PPO + Priors,1,15764911.712691009,0.4125108212265159,20.638920901605328,0.014652387626421457
123,Stable_Operations,M3: PPO + Priors,2,15347208.584052145,0.4169341122728617,19.624876992220432,0.014374258446293971
123,Stable_Operations,M3: PPO + Priors,3,15846897.0179981,0.41330023258653525,22.576832325325178,0.014674789308764298
123,Stable_Operations,M3: PPO + Priors,4,15762950.80677712,0.4130177501397393,22.562257596244105,0.014571855797117717
123,Stable_Operations,M3: PPO + Priors,5,15436421.917048097,0.4158092918102892,19.558755554397937,0.014847615101361062
123,Stable_Operations,M3: PPO + Priors,6,15289436.225061238,0.4162398248402975,14.279654142270331,0.014805171555580164
123,Stable_Operations,M3: PPO + Priors,7,14654052.865623295,0.41493678711767756,14.28294518512012,0.01528844438378743
123,Stable_Operations,M3: PPO + Priors,8,15496366.767145157,0.4116831489726371,17.94106590498495,0.014484738113097601
123,Stable_Operations,M3: PPO + Priors,9,15217842.480591118,0.41740154913106164,13.437166823605084,0.014833556364876663
123,Stable_Operations,M3: PPO + Priors,10,15209505.2754699,0.4161970526457342,19.13957814520453,0.014816608334253818
123,Stable_Operations,M3: PPO + Priors,11,14828821.497178078,0.41995224624030514,12.77664813429374,0.015510409823559196
123,Stable_Operations,M3: PPO + Priors,12,15768395.96480459,0.40938601785749157,17.17136344373774,0.014544854324241048
123,Stable_Operations,M3: PPO + Priors,13,15597137.368850172,0.41645709573894235,21.500451262876755,0.014774874997588242
123,Stable_Operations,M3: PPO + Priors,14,15254319.956210792,0.41487330026873553,15.020635950929355,0.014450281877586844
123,Stable_Operations,M3: PPO + Priors,15,15008811.807567,0.41605248539374234,12.458852201347494,0.014757153319165627
123,Stable_Operations,M3: PPO + Priors,16,15415014.595911682,0.4193917758918429,14.465621816762045,0.0147513718963008
123,Stable_Operations,M3: PPO + Priors,17,15953721.105342448,0.41452969303894555,23.50678348172772,0.014735549018869209
123,Stable_Operations,M3: PPO + Priors,18,15552449.976635396,0.41190193503459804,19.562176950626995,0.01444941024872016
123,Stable_Operations,M3: PPO + Priors,19,15286128.930071115,0.4121349446738413,17.131790352376584,0.014850391349951227
123,Stable_Operations,M3: PPO + Priors,20,14725048.193404436,0.41801239974481014,14.94765865278165,0.01527159078506217
123,Stable_Operations,M3: PPO + Priors,21,15308922.16901064,0.416731570231489,12.606376125521859,0.014785558687330138
123,Stable_Operations,M3: PPO + Priors,22,15282534.84498328,0.41931333059241876,17.379009050687127,0.01516032981753553
123,Stable_Operations,M3: PPO + Priors,23,15050241.648230731,0.4195167713683473,15.25355001598762,0.01504748408008956
123,Stable_Operations,M3: PPO + Priors,24,14578886.683938563,0.4233878875011285,15.926019886712652,0.015614689166101453
123,Stable_Operations,M3: PPO + Priors,25,15200214.204557776,0.4184435978833765,16.047734516283352,0.014820151248606668
123,Stable_Operations,M3: PPO + Priors,26,15046996.051249683,0.4164461454605022,18.66945115974903,0.015046822444775673
123,Stable_Operations,M3: PPO + Priors,27,15431157.055947542,0.413934899538194,17.19273292162215,0.014972843153257715
123,Stable_Operations,M3: PPO + Priors,28,14915640.289364278,0.41979798148451075,15.378354477232838,0.015490169635544317
123,Stable_Operations,M3: PPO + Priors,29,15396093.124655008,0.4104215109005649,18.382437734871203,0.01474602759013438
123,Stable_Operations,M3: PPO + Priors,30,14435899.255928397,0.42050680654650024,12.049048232098137,0.015598978006852322
123,Stable_Operations,M3: PPO + Priors,31,15365055.381349325,0.41617580868082105,15.723962193677588,0.01459681450575909
123,Stable_Operations,M3: PPO + Priors,32,15532030.445592225,0.41008436505290197,22.971146442355955,0.014393715340389045
123,Stable_Operations,M3: PPO + Priors,33,14904563.168129027,0.41449866861015777,14.098622340838277,0.015010866902012384
123,Stable_Operations,M3: PPO + Priors,34,15525175.538277268,0.41999639098212577,21.10110157691924,0.015112953817431657
123,Stable_Operations,M3: PPO + Priors,35,15617442.529506624,0.412310871290246,19.380048328114395,0.014516513084390649
123,Stable_Operations,M3: PPO + Priors,36,15469177.756808579,0.41319100847721135,16.946238254637827,0.014551636405185331
123,Stable_Operations,M3: PPO + Priors,37,15719153.337963045,0.40942222901873043,23.61820808284874,0.014389775079578648
123,Stable_Operations,M3: PPO + Priors,38,15557812.330841303,0.41628951014612436,16.24509487048692,0.014449909343356155
123,Stable_Operations,M3: PPO + Priors,39,15658010.093386173,0.41002328814101086,16.54559011145713,0.01432935416300743
123,Stable_Operations,M3: PPO + Priors,40,15117216.80807656,0.41401319185717034,16.731910481138677,0.01473884949328027
123,Stable_Operations,M3: PPO + Priors,41,15617776.26618135,0.41317436751843545,24.5333444584949,0.014588761757407573
123,Stable_Operations,M3: PPO + Priors,42,15388505.318511903,0.4137451005926718,14.849626357638554,0.014632280145098936
123,Stable_Operations,M3: PPO + Priors,43,15434248.372976124,0.4144014879201447,16.779436832824935,0.014710260812865937
123,Stable_Operations,M3: PPO + Priors,44,15038750.226270974,0.41948700992126164,15.546469237219384,0.015026882219822842
123,Stable_Operations,M3: PPO + Priors,45,15572985.22288996,0.41362228653683764,18.760708753273526,0.014665548411961726
