Metric,Mean,Std
total,11774915.91429638,3291278.3309116564
operational,11774915.91429638,3291278.3309116564
daily_sustain_net,48452.48029462168,3440.0143713418815
bullwhip,0.512195462003183,0.1604826956771078
inv_turnover,0.031075337048401496,0.003450854484414477
sustainability_score,0.6391622625575515,0.008422383046400677
