Metric,Mean,Std
total,10688790.63145074,475088.218689849
operational,10688790.63145074,475088.218689849
daily_sustain_net,41974.379076243036,942.8164575479271
bullwhip,0.2151580798962771,0.029738891932365452
inv_turnover,0.02581483357132333,0.0011673666458285501
sustainability_score,0.668310783861006,0.003523622112706803
