Metric,Mean,Std
total,19039642.323146056,672964.8373806519
operational,19039642.323146056,672964.8373806519
daily_sustain_net,104711.15001459853,1.4551915228366852e-11
bullwhip,0.0,0.0
inv_turnover,0.024484401357926865,0.0011480749816875147
sustainability_score,0.5728416572363257,1.1102230246251565e-16
