step,total_cost,sustainability_score,service_level,entropy_coef,curriculum_stage
1000,52051.9152,18086.9417,0.9849,0.010000,0
2000,127290.8884,53666.3471,1.0000,0.010000,0
3000,186738.7251,81374.9182,0.9835,0.010000,0
4000,55052.6729,20416.0308,1.0000,0.010000,0
5000,132399.7521,55743.8001,1.0000,0.010000,0
6000,172837.0327,74885.9449,0.9843,0.010000,0
7000,61899.0927,23842.9989,1.0000,0.010000,0
8000,139743.3273,59823.9457,1.0000,0.010000,0
9000,162134.3800,70566.6934,0.9870,0.010000,0
10000,68312.0324,26678.1323,1.0000,0.010000,0
11000,145381.5040,62426.4345,1.0000,0.010000,0
12000,149586.3061,64692.6222,0.9857,0.010000,0
13000,75564.9432,29684.1114,1.0000,0.010000,0
14000,151971.3002,65452.5762,1.0000,0.010000,0
15000,137929.3896,59434.4559,0.9866,0.010000,0
16000,81324.3399,32381.3841,1.0000,0.010000,0
17000,158701.9645,67908.0628,1.0000,0.010000,0
18000,127151.3462,53512.3746,0.9849,0.010000,0
19000,87838.1162,35622.0916,1.0000,0.010000,0
20000,163805.1224,71564.8443,1.0000,0.010000,0
21000,115841.1810,48737.0561,0.9855,0.010000,0
22000,95057.2221,38560.4899,1.0000,0.010000,0
23000,170093.2789,74337.0282,1.0000,0.010000,0
24000,103877.9556,43120.3802,0.9867,0.010000,0
25000,98414.7863,40869.6713,1.0000,0.010000,0
26000,172710.3179,76096.6171,1.0000,0.010000,0
27000,91553.9805,37038.3812,0.9841,0.010000,0
28000,105828.0246,43060.1360,1.0000,0.010000,0
29000,180433.2750,78549.1105,1.0000,0.010000,0
30000,81078.8937,31691.8784,0.9857,0.010000,0
31000,112888.9835,46442.1126,1.0000,0.010000,0
32000,188065.5721,81853.1560,1.0000,0.010000,0
33000,68568.1378,26176.5521,0.9877,0.010000,0
34000,117221.7723,48998.8767,1.0000,0.010000,0
35000,190432.6932,84330.4500,1.0000,0.010000,0
36000,56073.3284,20506.4061,0.9877,0.010000,0
37000,119804.9175,50601.2499,1.0000,0.010000,0
38000,185674.3611,80991.5982,0.9846,0.010000,0
39000,51548.2258,19164.2110,1.0000,0.010000,0
40000,128781.8711,54079.3028,1.0000,0.010000,0
41000,176955.5486,76846.3253,0.9875,0.010000,0
42000,58747.8604,21807.1635,1.0000,0.010000,0
43000,135350.0359,56172.3397,1.0000,0.010000,0
44000,165961.0478,70836.8027,0.9880,0.010000,0
45000,66020.9604,25248.0224,1.0000,0.010000,0
46000,142325.8987,60249.3525,1.0000,0.010000,0
47000,155970.7235,66468.7678,0.9841,0.010000,0
48000,73023.1596,27834.3134,1.0000,0.010000,0
49000,148746.8083,62720.9747,1.0000,0.010000,0
50000,143630.5295,60722.6640,0.9853,0.010000,0
51000,77349.6712,30399.6330,1.0000,0.010000,0
52000,152929.9463,65694.5939,1.0000,0.010000,0
53000,130453.5007,55700.6016,0.9851,0.010000,0
54000,87346.6474,33963.5899,1.0000,0.010000,0
55000,162753.7809,69188.1171,1.0000,0.010000,0
56000,121237.5991,50528.6804,0.9860,0.010000,0
57000,90995.2396,35960.2215,1.0000,0.010000,0
58000,166302.8781,70650.0961,1.0000,0.010000,0
59000,108874.5963,44876.3704,0.9882,0.010000,0
60000,95543.1511,39337.0859,1.0000,0.010000,0
61000,169755.6395,74478.0949,1.0000,0.010000,0
62000,96704.0586,39799.4077,0.9864,0.010000,0
63000,101235.1920,41738.3998,1.0000,0.010000,0
64000,175610.1854,77137.9089,1.0000,0.010000,0
65000,85050.2527,34223.3897,0.9840,0.010000,0
66000,107150.2380,44508.4684,1.0000,0.010000,0
67000,182417.5270,79702.5260,1.0000,0.010000,0
68000,74561.6026,28742.2067,0.9885,0.010000,0
69000,116961.2521,47637.0733,1.0000,0.010000,0
70000,192143.3294,82939.3080,1.0000,0.010000,0
71000,63369.0270,23365.1278,0.9860,0.010000,0
72000,122387.5179,50753.9284,1.0000,0.010000,0
73000,196542.7397,86030.1733,1.0000,0.010000,0
74000,51459.7324,17788.4121,0.9866,0.010000,0
75000,125744.3343,52949.2172,1.0000,0.010000,0
76000,183981.0584,80353.5873,0.9831,0.010000,0
77000,55549.7923,21042.3347,1.0000,0.010000,0
78000,132289.5586,56230.3636,1.0000,0.010000,0
79000,172431.8191,74917.8740,0.9834,0.010000,0
80000,64140.1905,23915.1313,1.0000,0.010000,0
81000,142288.8948,59632.9068,1.0000,0.010000,0
82000,165110.0033,70296.2727,0.9849,0.010000,0
83000,69395.1359,26558.6238,1.0000,0.010000,0
84000,147837.8128,61606.6496,1.0000,0.010000,0
85000,154060.5476,64307.6342,0.9822,0.010000,0
86000,76857.4297,29520.9801,1.0000,0.010000,0
87000,155275.8709,65410.7485,1.0000,0.010000,0
88000,141743.0847,59564.4394,0.9839,0.010000,0
89000,83311.6611,32577.0186,1.0000,0.010000,0
90000,160869.4297,68435.7712,1.0000,0.010000,0
91000,128835.1727,53932.0276,0.9879,0.010000,0
92000,90261.3478,35294.3054,1.0000,0.010000,0
93000,168004.7813,70726.9932,1.0000,0.010000,0
94000,118239.0403,48285.3409,0.9839,0.010000,0
95000,96856.7082,39100.2288,1.0000,0.010000,0
96000,173425.7453,74350.5008,1.0000,0.010000,0
97000,105150.7845,42913.4785,0.9864,0.010000,0
98000,99419.3644,40236.0817,1.0000,0.010000,0
99000,175719.8672,75880.0413,1.0000,0.010000,0
