step,total_cost,sustainability_score,service_level,entropy_coef,curriculum_stage
1000,51454.6168,18051.8955,0.9861,0.010000,0
2000,127411.8348,53815.2768,1.0000,0.010000,0
3000,185447.9996,81136.5088,0.9882,0.010000,0
4000,55769.4131,21322.4988,1.0000,0.010000,0
5000,135604.9653,57643.0658,1.0000,0.010000,0
6000,175699.8416,77232.6328,0.9871,0.010000,0
7000,62677.5686,23985.5448,1.0000,0.010000,0
8000,140191.9696,59835.8963,1.0000,0.010000,0
9000,161875.9614,70546.9854,0.9868,0.010000,0
10000,68714.2681,26893.7608,1.0000,0.010000,0
11000,146070.9567,62597.9791,1.0000,0.010000,0
12000,149366.3331,64900.9060,0.9845,0.010000,0
13000,74737.7373,29486.3823,1.0000,0.010000,0
14000,150829.4172,64817.9582,1.0000,0.010000,0
15000,136908.9967,58950.5997,0.9873,0.010000,0
16000,80249.6539,32263.0781,1.0000,0.010000,0
17000,155008.5872,67125.0086,1.0000,0.010000,0
18000,125156.9552,53233.6852,0.9868,0.010000,0
19000,88342.3293,35129.8349,1.0000,0.010000,0
20000,163848.7497,70654.9944,1.0000,0.010000,0
21000,114432.3432,47797.4988,0.9852,0.010000,0
22000,93496.5576,38479.7255,1.0000,0.010000,0
23000,168634.4766,74449.2792,1.0000,0.010000,0
24000,103191.9268,42883.6434,0.9819,0.010000,0
25000,99912.1540,40613.6284,1.0000,0.010000,0
26000,174432.7336,75966.3253,1.0000,0.010000,0
27000,91407.9733,37127.8125,0.9826,0.010000,0
28000,104399.1185,44127.2604,1.0000,0.010000,0
29000,179646.3821,80084.9660,1.0000,0.010000,0
30000,79911.1094,31940.1965,0.9874,0.010000,0
31000,113562.2189,46805.0790,1.0000,0.010000,0
32000,187976.9188,82378.8362,1.0000,0.010000,0
33000,68314.3730,26171.1708,0.9860,0.010000,0
34000,119268.1754,49997.6487,1.0000,0.010000,0
35000,194526.8487,86735.7231,1.0000,0.010000,0
36000,57465.4867,21227.7139,0.9850,0.010000,0
37000,126437.9279,53552.3584,1.0000,0.010000,0
38000,194984.2113,85823.2820,0.9889,0.010000,0
39000,52414.8746,19995.8585,1.0000,0.010000,0
40000,130687.9261,56255.7278,1.0000,0.010000,0
41000,181065.7940,80107.8925,0.9849,0.010000,0
42000,60355.0918,22467.7959,1.0000,0.010000,0
43000,138839.5754,58427.3851,1.0000,0.010000,0
44000,170697.5224,73995.5124,0.9857,0.010000,0
45000,66768.7742,25773.8330,1.0000,0.010000,0
46000,144384.1230,61438.4659,1.0000,0.010000,0
47000,157520.8214,68258.6136,0.9867,0.010000,0
48000,71916.8140,28163.9079,1.0000,0.010000,0
49000,149707.0877,64594.4733,1.0000,0.010000,0
50000,146155.2252,62913.6745,0.9837,0.010000,0
51000,78626.5224,31238.7881,1.0000,0.010000,0
52000,155278.4634,67303.1907,1.0000,0.010000,0
53000,132874.2259,57031.1132,0.9874,0.010000,0
54000,87070.9073,34243.1435,1.0000,0.010000,0
55000,164791.4885,70555.8067,1.0000,0.010000,0
56000,122354.7968,51729.2777,0.9893,0.010000,0
57000,90642.6754,36694.2326,1.0000,0.010000,0
58000,167019.7116,72753.1978,1.0000,0.010000,0
59000,110165.8138,46080.6762,0.9882,0.010000,0
60000,98505.9901,40106.7763,1.0000,0.010000,0
61000,175077.4300,76052.1150,1.0000,0.010000,0
62000,99226.7118,40460.4815,0.9865,0.010000,0
63000,104628.3893,42652.7322,1.0000,0.010000,0
64000,179580.0367,78392.7840,1.0000,0.010000,0
65000,86303.4046,34699.0628,0.9861,0.010000,0
66000,109527.6064,45593.2457,1.0000,0.010000,0
67000,184985.3918,81555.9613,1.0000,0.010000,0
68000,75035.2423,29033.4879,0.9856,0.010000,0
69000,116721.1894,47697.2966,1.0000,0.010000,0
70000,189909.6024,83068.8849,1.0000,0.010000,0
71000,63218.6636,23719.4735,0.9880,0.010000,0
72000,121235.7336,50959.2345,1.0000,0.010000,0
73000,195252.1036,86740.2444,1.0000,0.010000,0
74000,52346.5699,18193.0382,0.9840,0.010000,0
75000,128252.8318,53985.8096,1.0000,0.010000,0
76000,186315.1839,80940.8649,0.9852,0.010000,0
77000,56890.5204,21034.2811,1.0000,0.010000,0
78000,133969.0900,56518.2977,1.0000,0.010000,0
79000,174406.7846,75405.0490,0.9834,0.010000,0
80000,62927.3464,24083.7160,1.0000,0.010000,0
81000,141573.3516,60767.4233,1.0000,0.010000,0
82000,164348.2524,71615.3732,0.9870,0.010000,0
83000,68390.7240,26715.9097,1.0000,0.010000,0
84000,144758.4922,62152.4971,1.0000,0.010000,0
85000,149607.2026,64461.1379,0.9851,0.010000,0
86000,75215.9729,29555.8051,1.0000,0.010000,0
87000,151312.3953,64781.0441,1.0000,0.010000,0
88000,137568.2533,58606.8634,0.9853,0.010000,0
89000,80210.7961,31965.4993,1.0000,0.010000,0
90000,156726.0627,67330.3132,1.0000,0.010000,0
91000,126016.9447,53203.7663,0.9871,0.010000,0
92000,88009.1835,35423.9115,1.0000,0.010000,0
93000,164063.4502,70336.3374,1.0000,0.010000,0
94000,115935.6272,47862.7805,0.9848,0.010000,0
95000,95477.3220,38164.4860,1.0000,0.010000,0
96000,170954.0431,73877.1634,1.0000,0.010000,0
97000,104283.4138,43073.1239,0.9884,0.010000,0
98000,101507.5846,40942.3073,1.0000,0.010000,0
99000,177055.5754,76230.9920,1.0000,0.010000,0
100000,91994.4537,36971.0316,0.9894,0.010000,0
101000,106260.0256,43359.1835,1.0000,0.010000,0
102000,179785.6541,77765.0279,1.0000,0.010000,0
103000,80175.4567,31140.3598,0.9835,0.010000,0
104000,111377.3711,45217.7999,1.0000,0.010000,0
105000,183729.8885,79951.2728,1.0000,0.010000,0
106000,68898.5970,25788.2950,0.9849,0.010000,0
107000,118233.1822,48819.0606,1.0000,0.010000,0
108000,191268.6267,83750.4767,1.0000,0.010000,0
109000,58435.9888,21088.0589,0.9858,0.010000,0
110000,125492.7731,51975.1594,1.0000,0.010000,0
111000,193461.2419,82594.7720,0.9835,0.010000,0
112000,52884.2956,19181.3023,1.0000,0.010000,0
113000,129739.8592,53997.2087,1.0000,0.010000,0
114000,178597.3388,76424.9602,0.9855,0.010000,0
115000,59305.8262,21873.3331,1.0000,0.010000,0
116000,138168.5821,57433.6988,1.0000,0.010000,0
117000,168843.7911,72301.2255,0.9871,0.010000,0
118000,66566.0552,25404.6740,1.0000,0.010000,0
119000,144885.5336,60963.8292,1.0000,0.010000,0
120000,157289.8917,67101.7056,0.9841,0.010000,0
121000,72768.7240,27973.5795,1.0000,0.010000,0
122000,149981.0799,63007.3751,1.0000,0.010000,0
123000,144561.8759,61096.6866,0.9877,0.010000,0
124000,79702.0473,30941.4688,1.0000,0.010000,0
125000,156692.6353,66515.0977,1.0000,0.010000,0
126000,132833.8729,56051.0621,0.9878,0.010000,0
127000,84274.7798,33185.2258,1.0000,0.010000,0
128000,159843.3081,68129.5281,1.0000,0.010000,0
129000,120486.3680,50021.8155,0.9858,0.010000,0
130000,91501.8014,35770.9195,1.0000,0.010000,0
131000,166097.3821,70111.8266,1.0000,0.010000,0
132000,108676.4804,44223.6928,0.9882,0.010000,0
133000,96826.9254,38876.6258,1.0000,0.010000,0
134000,172468.2926,73918.1281,1.0000,0.010000,0
135000,98130.5203,39447.8074,0.9843,0.010000,0
136000,105549.4404,41886.7539,1.0000,0.010000,0
