seed,scenario,model,episode,total_cost,operational_cost,daily_sustain_net,sustainability_score,bullwhip_ratio,inv_turnover
456,High_Volatility,M2: Vanilla PPO,0,11837461.785817266,11837461.785817266,41413.55406236061,0.5720608787530848,0.4724468609569016,0.02182928103387008
456,High_Volatility,M2: Vanilla PPO,1,12192376.203636885,12192376.203636885,46029.11858619859,0.5789310216388126,0.7255915959216239,0.01993765812860152
456,High_Volatility,M2: Vanilla PPO,2,12795319.850830793,12795319.850830793,43926.16652156885,0.572472657276605,0.4317360888246797,0.020883670395062896
456,High_Volatility,M2: Vanilla PPO,3,12151255.245631337,12151255.245631337,42446.589850955665,0.5771333904017388,0.5584285582928209,0.022702753377205592
456,High_Volatility,M2: Vanilla PPO,4,11798597.876833916,11798597.876833916,42306.15725729213,0.5756742789901205,0.5549617517853076,0.021720695474560656
456,High_Volatility,M2: Vanilla PPO,5,12817574.863378406,12817574.863378406,44683.88715729919,0.5736694059291472,0.6271868670881054,0.020893210487932076
456,High_Volatility,M2: Vanilla PPO,6,12707347.632748485,12707347.632748485,46082.97836167182,0.5751882648193655,0.6811972664223009,0.01992817344966713
456,High_Volatility,M2: Vanilla PPO,7,12511761.247391105,12511761.247391105,43614.643036199144,0.5760594101058911,0.6180830432638325,0.021308778015211624
456,High_Volatility,M2: Vanilla PPO,8,12525841.115710735,12525841.115710735,46254.52673674953,0.5779207784983719,0.694910810324095,0.022163840355975916
456,High_Volatility,M2: Vanilla PPO,9,12954811.24829781,12954811.24829781,45524.33149959634,0.5711347758348508,0.6559591229880665,0.019922199555057404
456,High_Volatility,M2: Vanilla PPO,10,12111547.642322421,12111547.642322421,46015.34328798232,0.5778844181285436,0.7689345334952616,0.02225594278727194
456,High_Volatility,M2: Vanilla PPO,11,11624023.001088858,11624023.001088858,42567.639783294464,0.579311375687987,0.49422213221384975,0.023206342249604196
456,High_Volatility,M2: Vanilla PPO,12,12282430.24359572,12282430.24359572,44778.38761463052,0.5713477545502592,0.5843981888080331,0.021566420419664237
456,High_Volatility,M2: Vanilla PPO,13,12288096.817635417,12288096.817635417,44599.0080837384,0.576173726465349,0.5588299229574114,0.021344371412660126
456,High_Volatility,M2: Vanilla PPO,14,12250754.985539436,12250754.985539436,43737.619489351186,0.5747611571756865,0.6548825457839913,0.021862432401936856
456,High_Volatility,M2: Vanilla PPO,15,11797663.592858791,11797663.592858791,39812.953865460164,0.5742341913129416,0.4166612185631552,0.022548944101871558
456,High_Volatility,M2: Vanilla PPO,16,13517555.71587646,13517555.71587646,46846.08309820462,0.5701394329021359,0.6454991475344221,0.020419877800785913
456,High_Volatility,M2: Vanilla PPO,17,11716926.06838286,11716926.06838286,41482.15903255949,0.5786911562584874,0.5009909047731185,0.02376669541752992
456,High_Volatility,M2: Vanilla PPO,18,12375833.347382903,12375833.347382903,40171.67242330879,0.5827250578363734,0.374603749796146,0.023022248684394283
456,High_Volatility,M2: Vanilla PPO,19,12103571.434115529,12103571.434115529,39814.96957409062,0.5718531760810581,0.419633754420872,0.022964682666554954
456,High_Volatility,M2: Vanilla PPO,20,12708704.02729559,12708704.02729559,45919.630305424675,0.5761654319549709,0.671433187843342,0.02159450786868574
456,High_Volatility,M2: Vanilla PPO,21,12510983.737705946,12510983.737705946,46218.291934863766,0.5778719488890629,0.7091538665163571,0.022080222780762427
456,High_Volatility,M2: Vanilla PPO,22,12043183.325659752,12043183.325659752,45387.755681197785,0.5739685275530433,0.6416004206450857,0.0237003573088406
456,High_Volatility,M2: Vanilla PPO,23,12614691.81036961,12614691.81036961,45151.43710018233,0.5729952167641775,0.6112279308891551,0.021800254917854582
456,High_Volatility,M2: Vanilla PPO,24,13442855.867797375,13442855.867797375,43088.458876170844,0.5715305911452978,0.47949321120790067,0.022159638558794544
456,High_Volatility,M2: Vanilla PPO,25,12122807.417657495,12122807.417657495,41262.841233545885,0.5746086905353671,0.48564862111169976,0.02217894394021521
456,High_Volatility,M2: Vanilla PPO,26,13090756.852836847,13090756.852836847,46027.006635237565,0.57294742949111,0.7513959118182756,0.021127380213260303
456,High_Volatility,M2: Vanilla PPO,27,12519669.295891881,12519669.295891881,46302.9942342188,0.5740458072608043,0.6844152180258893,0.021162207320633047
456,High_Volatility,M2: Vanilla PPO,28,12142240.023738503,12142240.023738503,45604.035271651206,0.5815166306892937,0.7824249686005731,0.020684079775608773
456,High_Volatility,M2: Vanilla PPO,29,12501296.662039876,12501296.662039876,45499.25713500859,0.5790972266827632,0.8827112978455843,0.021509907310392016
456,High_Volatility,M2: Vanilla PPO,30,12754586.037145734,12754586.037145734,47001.719497258484,0.577133758619074,0.7110427660721373,0.02007699491930853
456,High_Volatility,M2: Vanilla PPO,31,11737130.663495302,11737130.663495302,38317.75453081429,0.5773146139694456,0.36732031219909567,0.0242657294964529
456,High_Volatility,M2: Vanilla PPO,32,13442905.941542983,13442905.941542983,43367.71048592242,0.5719401835584167,0.4742201390342012,0.020282919963001373
456,High_Volatility,M2: Vanilla PPO,33,11495523.948517442,11495523.948517442,42761.11671046283,0.5792435752740694,0.5800395058703122,0.021180149831475373
456,High_Volatility,M2: Vanilla PPO,34,12707781.750188708,12707781.750188708,42095.11699303706,0.5787463433246687,0.5743070867524355,0.021929629741417624
456,High_Volatility,M2: Vanilla PPO,35,12026951.449163198,12026951.449163198,43027.658201261635,0.5744332596268156,0.6242782414986698,0.02228878625718624
