step,total_cost,sustainability_score,service_level,entropy_coef,curriculum_stage
1000,45073.0590,18087.6654,0.9814,0.010000,0
2000,98747.7979,53660.1135,1.0000,0.010000,0
3000,135901.4519,81360.2773,0.9838,0.010000,0
4000,46051.2511,20418.1160,1.0000,0.010000,0
5000,101577.7906,55741.5739,1.0000,0.010000,0
6000,124813.4502,74876.6929,0.9821,0.010000,0
7000,51573.9946,23842.4410,1.0000,0.010000,0
8000,105563.0200,59815.2286,1.0000,0.010000,0
9000,117473.5192,70552.2501,0.9849,0.010000,0
10000,56483.4573,26680.6245,1.0000,0.010000,0
11000,110888.1059,62424.3380,1.0000,0.010000,0
12000,109440.7422,64685.5910,0.9850,0.010000,0
13000,62291.9525,29685.3775,1.0000,0.010000,0
14000,117045.0206,65447.4906,1.0000,0.010000,0
15000,103311.3511,59426.9286,0.9855,0.010000,0
16000,65681.1676,32379.1669,1.0000,0.010000,0
17000,118515.5870,68031.4718,1.0000,0.010000,0
18000,92738.6703,53817.5082,0.9800,0.010000,0
19000,71766.4405,36008.8445,1.0000,0.010000,0
20000,124751.4077,72593.8916,1.0000,0.010000,0
21000,86885.4538,49398.9971,0.9861,0.010000,0
22000,75401.8152,38988.0762,1.0000,0.010000,0
23000,127127.3747,75419.8038,1.0000,0.010000,0
24000,78203.4604,43690.7103,0.9862,0.010000,0
25000,80255.0827,41338.0717,1.0000,0.010000,0
26000,129991.7224,77225.4541,1.0000,0.010000,0
27000,70290.6716,37508.1618,0.9852,0.010000,0
28000,82316.9264,43594.6533,1.0000,0.010000,0
29000,131884.6047,79748.2934,1.0000,0.010000,0
30000,63004.7661,32077.2559,0.9855,0.010000,0
31000,88373.8844,47043.9925,1.0000,0.010000,0
32000,135720.8211,83110.7354,1.0000,0.010000,0
33000,55109.7135,26477.1967,0.9856,0.010000,0
34000,92960.7752,49652.2237,1.0000,0.010000,0
35000,139739.2923,85630.9572,1.0000,0.010000,0
36000,45824.3769,20635.9544,0.9856,0.010000,0
37000,93436.1534,51225.4178,1.0000,0.010000,0
38000,136013.5419,82207.0126,0.9852,0.010000,0
39000,41760.0948,19266.4842,1.0000,0.010000,0
40000,98180.0943,54788.3982,1.0000,0.010000,0
41000,128688.1281,78003.8382,0.9829,0.010000,0
42000,48901.5657,21949.3767,1.0000,0.010000,0
43000,103516.8295,56914.7187,1.0000,0.010000,0
44000,119134.1652,71878.4883,0.9859,0.010000,0
45000,54598.5205,25432.3245,1.0000,0.010000,0
46000,109141.8257,61063.6536,1.0000,0.010000,0
47000,113506.2188,67443.2674,0.9832,0.010000,0
48000,59471.7539,28066.3241,1.0000,0.010000,0
49000,110593.3969,63583.9799,1.0000,0.010000,0
50000,102697.5370,61560.7654,0.9839,0.010000,0
51000,61844.3153,30544.9990,1.0000,0.010000,0
52000,112941.6599,66236.6725,1.0000,0.010000,0
53000,94617.2555,56163.9401,0.9876,0.010000,0
54000,68265.9150,34151.9083,1.0000,0.010000,0
55000,120897.1167,69773.9537,1.0000,0.010000,0
56000,89572.0094,50934.1331,0.9851,0.010000,0
57000,72268.1075,36159.2420,1.0000,0.010000,0
58000,121518.8500,71241.0370,1.0000,0.010000,0
59000,80645.6989,45209.5416,0.9824,0.010000,0
60000,76979.1701,39572.3991,1.0000,0.010000,0
61000,127134.1351,75101.7116,1.0000,0.010000,0
62000,72984.2743,40079.0514,0.9831,0.010000,0
63000,79180.9100,42016.5476,1.0000,0.010000,0
64000,128361.7895,77811.6296,1.0000,0.010000,0
65000,65305.0014,34450.6064,0.9842,0.010000,0
66000,84532.9748,44866.6546,1.0000,0.010000,0
67000,132772.8962,80882.0512,1.0000,0.010000,0
68000,58344.5751,29106.0454,0.9856,0.010000,0
69000,91570.9764,48466.9189,1.0000,0.010000,0
70000,139472.8407,84670.6761,1.0000,0.010000,0
71000,51247.8440,23672.3861,0.9840,0.010000,0
72000,94395.2353,51672.6883,1.0000,0.010000,0
73000,140757.2674,87839.7187,1.0000,0.010000,0
74000,43865.1221,17966.7032,0.9817,0.010000,0
75000,95231.9422,53960.8591,1.0000,0.010000,0
76000,131752.0544,82084.5019,0.9837,0.010000,0
77000,44230.4628,21262.3444,1.0000,0.010000,0
78000,98999.7847,57321.7784,1.0000,0.010000,0
79000,123040.6315,76529.3122,0.9821,0.010000,0
80000,51754.0071,24198.7170,1.0000,0.010000,0
81000,107164.2266,60770.9571,1.0000,0.010000,0
82000,118868.1316,71758.4289,0.9819,0.010000,0
83000,54782.3467,26849.7396,1.0000,0.010000,0
84000,106021.0706,62461.4319,1.0000,0.010000,0
85000,106633.3339,65214.9726,0.9862,0.010000,0
86000,61204.0092,29833.8515,1.0000,0.010000,0
87000,112630.6024,66308.4417,1.0000,0.010000,0
88000,100564.9070,60355.0354,0.9841,0.010000,0
89000,64217.6241,32906.2279,1.0000,0.010000,0
90000,117374.3874,69334.5763,1.0000,0.010000,0
91000,93042.2952,54623.9199,0.9848,0.010000,0
92000,71093.8862,35730.7379,1.0000,0.010000,0
93000,121636.5576,71723.9056,1.0000,0.010000,0
94000,85535.6519,48920.3945,0.9830,0.010000,0
95000,77547.9505,39533.9086,1.0000,0.010000,0
96000,128125.6951,75360.6649,1.0000,0.010000,0
97000,78553.9635,43428.5557,0.9799,0.010000,0
98000,75709.0020,40702.8087,1.0000,0.010000,0
99000,124786.2044,77027.5545,1.0000,0.010000,0
100000,68219.5065,37713.1818,0.9822,0.010000,0
101000,84519.8534,45125.9459,1.0000,0.010000,0
102000,131961.8830,82067.7187,1.0000,0.010000,0
103000,61328.6490,32568.9933,0.9850,0.010000,0
104000,87837.8544,47626.3364,1.0000,0.010000,0
105000,136053.1187,84394.7468,1.0000,0.010000,0
106000,53732.2251,26744.1684,0.9840,0.010000,0
107000,90587.1006,50631.0996,1.0000,0.010000,0
108000,135847.7773,87141.1921,1.0000,0.010000,0
109000,47735.1543,20962.0957,0.9815,0.010000,0
110000,96237.9149,53592.7587,1.0000,0.010000,0
111000,139148.3399,85920.8046,0.9843,0.010000,0
112000,44119.5848,19741.2500,1.0000,0.010000,0
113000,101689.0552,56839.7095,1.0000,0.010000,0
114000,132792.0319,81135.0556,0.9858,0.010000,0
115000,48626.5438,23301.6063,1.0000,0.010000,0
116000,105328.2054,60385.0266,1.0000,0.010000,0
117000,122708.3393,75563.0166,0.9825,0.010000,0
118000,53370.0094,25735.2399,1.0000,0.010000,0
119000,107486.6844,62414.3683,1.0000,0.010000,0
120000,112665.0787,69064.7316,0.9837,0.010000,0
121000,59753.1459,28586.6736,1.0000,0.010000,0
122000,114028.8037,65522.5792,1.0000,0.010000,0
123000,105816.7526,63793.9599,0.9843,0.010000,0
124000,61424.4545,31972.3140,1.0000,0.010000,0
125000,112828.9121,68949.5725,1.0000,0.010000,0
126000,95784.3847,58133.6445,0.9780,0.010000,0
127000,67528.2677,34666.7724,1.0000,0.010000,0
128000,117397.7823,71497.2772,1.0000,0.010000,0
129000,87132.5398,52574.0464,0.9829,0.010000,0
130000,72055.5870,38100.4988,1.0000,0.010000,0
131000,122775.6065,75115.1393,1.0000,0.010000,0
132000,79955.0619,47046.3937,0.9862,0.010000,0
133000,75719.3172,40492.2252,1.0000,0.010000,0
134000,126882.9138,77720.3938,1.0000,0.010000,0
135000,73990.5393,41454.8085,0.9866,0.010000,0
136000,82015.6847,44141.6703,1.0000,0.010000,0
137000,131542.5202,81290.6309,1.0000,0.010000,0
138000,65595.4938,35676.8460,0.9837,0.010000,0
139000,82947.4440,46472.6376,1.0000,0.010000,0
140000,132028.7877,83764.8967,1.0000,0.010000,0
141000,59026.0463,30009.7029,0.9847,0.010000,0
142000,91082.0085,49987.2361,1.0000,0.010000,0
143000,139286.5340,87076.0611,1.0000,0.010000,0
144000,50414.3034,24292.2908,0.9846,0.010000,0
145000,92451.4348,52910.0498,1.0000,0.010000,0
146000,137380.2748,89866.3423,1.0000,0.010000,0
147000,44208.9373,18345.4410,0.9820,0.010000,0
148000,97675.7168,55033.3646,1.0000,0.010000,0
149000,132339.6883,82811.5972,0.9817,0.010000,0
150000,45619.7331,21257.3880,1.0000,0.010000,0
151000,100406.2878,57958.2639,1.0000,0.010000,0
152000,123450.0237,77446.9347,0.9863,0.010000,0
153000,50673.9657,24165.8766,1.0000,0.010000,0
154000,105687.6180,60811.2285,1.0000,0.010000,0
155000,116541.8120,71797.6701,0.9850,0.010000,0
156000,52323.3307,26973.2171,1.0000,0.010000,0
157000,103031.1591,63559.0108,1.0000,0.010000,0
158000,102800.6085,65903.3103,0.9841,0.010000,0
159000,59394.1060,29750.9319,1.0000,0.010000,0
160000,109607.1987,65832.2432,1.0000,0.010000,0
161000,96851.3856,59688.0526,0.9832,0.010000,0
162000,62955.6827,32659.6025,1.0000,0.010000,0
163000,112973.5556,68974.1166,1.0000,0.010000,0
164000,89784.1933,54410.0031,0.9837,0.010000,0
165000,69633.8577,36699.7533,1.0000,0.010000,0
166000,120446.4295,73412.2902,1.0000,0.010000,0
167000,84302.4319,49713.9224,0.9812,0.010000,0
168000,73943.9511,38937.5929,1.0000,0.010000,0
169000,124508.1961,75547.6054,1.0000,0.010000,0
170000,76631.0631,44000.7186,0.9814,0.010000,0
171000,77492.4924,42606.3651,1.0000,0.010000,0
172000,127065.6070,79191.7026,1.0000,0.010000,0
173000,68616.4418,38328.6466,0.9829,0.010000,0
174000,83415.0933,45027.0255,1.0000,0.010000,0
175000,131821.6409,82316.3147,1.0000,0.010000,0
176000,61893.3074,32694.9615,0.9842,0.010000,0
177000,87338.7393,47633.9979,1.0000,0.010000,0
178000,135625.0123,84216.0971,1.0000,0.010000,0
179000,55216.4117,27202.0208,0.9829,0.010000,0
180000,92610.0382,51278.7175,1.0000,0.010000,0
181000,140936.4122,88168.0335,1.0000,0.010000,0
182000,48255.7927,21626.3388,0.9825,0.010000,0
183000,94415.1610,53340.6250,1.0000,0.010000,0
184000,136701.7808,85597.6526,0.9865,0.010000,0
185000,43072.0018,20417.1734,0.9984,0.010000,0
186000,99610.1219,57723.2078,1.0000,0.010000,0
187000,128897.0174,81806.4079,0.9817,0.010000,0
188000,47643.8118,22067.7019,1.0000,0.010000,0
189000,102777.1679,58443.2134,1.0000,0.010000,0
190000,119857.3476,73415.1083,0.9863,0.010000,0
191000,52700.2934,25746.8234,1.0000,0.010000,0
192000,106081.2902,62163.3962,1.0000,0.010000,0
193000,112440.0636,68726.0052,0.9812,0.010000,0
194000,59401.7404,28611.4397,1.0000,0.010000,0
195000,113317.5600,65395.1457,1.0000,0.010000,0
196000,106089.3255,63363.4950,0.9835,0.010000,0
197000,62885.5394,31348.2897,1.0000,0.010000,0
198000,115320.3727,67490.3866,1.0000,0.010000,0
199000,95958.1688,56986.0011,0.9829,0.010000,0
200000,67555.4749,34006.5052,1.0000,0.010000,0
201000,116967.2368,69720.4365,1.0000,0.010000,0
202000,86896.0517,50813.1845,0.9812,0.010000,0
203000,71844.8582,36893.4026,1.0000,0.010000,0
204000,122924.9354,72842.4624,1.0000,0.010000,0
205000,79793.9508,45765.9135,0.9825,0.010000,0
206000,75901.6390,39992.0787,1.0000,0.010000,0
207000,125673.6090,75621.0099,1.0000,0.010000,0
208000,72106.2547,40351.6941,0.9857,0.010000,0
209000,78445.5556,42446.9032,1.0000,0.010000,0
210000,125807.2320,78334.7527,1.0000,0.010000,0
211000,64119.1524,34936.5516,0.9846,0.010000,0
212000,85408.1672,46157.9356,1.0000,0.010000,0
213000,132700.8020,81539.2785,1.0000,0.010000,0
214000,58686.6374,29175.7916,0.9808,0.010000,0
215000,86803.6690,47906.2092,1.0000,0.010000,0
216000,134936.6561,83826.2878,1.0000,0.010000,0
217000,51385.5159,24161.9763,0.9843,0.010000,0
218000,93205.0789,51646.4312,1.0000,0.010000,0
219000,139258.8294,88018.0727,1.0000,0.010000,0
220000,44495.1897,18694.1152,0.9845,0.010000,0
221000,98789.1121,55096.4298,1.0000,0.010000,0
222000,135207.8534,82746.9124,0.9814,0.010000,0
223000,46102.8839,21204.6513,1.0000,0.010000,0
224000,100504.1286,57451.4009,1.0000,0.010000,0
225000,124425.2755,76662.0987,0.9851,0.010000,0
226000,49575.6417,23871.8974,1.0000,0.010000,0
227000,103665.9892,60559.9825,1.0000,0.010000,0
228000,113626.9633,71036.1327,0.9886,0.010000,0
229000,56614.7536,27082.4185,1.0000,0.010000,0
230000,110137.6541,62580.8215,1.0000,0.010000,0
231000,108372.4123,64688.4378,0.9817,0.010000,0
232000,59142.8784,29509.8023,1.0000,0.010000,0
233000,109925.8806,64758.0066,1.0000,0.010000,0
234000,97156.4855,58529.0868,0.9842,0.010000,0
235000,65473.7089,32311.8262,1.0000,0.010000,0
236000,118428.6500,68115.7640,1.0000,0.010000,0
237000,92650.5951,53653.6984,0.9830,0.010000,0
238000,69252.7546,35000.6097,1.0000,0.010000,0
239000,118130.1803,70206.2149,1.0000,0.010000,0
240000,82316.8223,47805.2113,0.9862,0.010000,0
241000,76172.6687,37947.0207,1.0000,0.010000,0
242000,127044.6620,73553.1103,1.0000,0.010000,0
243000,77115.5526,42577.3776,0.9788,0.010000,0
