Metric,Mean,Std
total,9746677.875854494,506781.0859941936
operational,9746677.875854494,506781.0859941936
daily_sustain_net,40577.70761574413,1154.7160862340847
bullwhip,0.37232472917412723,0.0590167992025208
inv_turnover,0.030973714822250108,0.0025863281443829294
sustainability_score,0.6617979008193774,0.00273901691314977
