Metric,Mean,Std
total,34542742.246770665,970476.3944757293
operational,34542742.246770665,970476.3944757293
daily_sustain_net,104711.15001459853,1.4551915228366852e-11
bullwhip,0.0,0.0
inv_turnover,0.011938026875836274,0.00038871327725397076
sustainability_score,0.5728416572363257,1.1102230246251565e-16
