Metric,Mean,Std
total,18998183.94565899,627749.8891628017
operational,18998183.94565899,627749.8891628017
daily_sustain_net,104711.15001459853,1.4551915228366852e-11
bullwhip,0.0,0.0
inv_turnover,0.02450814111033599,0.0010245283684902316
sustainability_score,0.5728416572363257,1.1102230246251565e-16
