Metric,Mean,Std
total,18483881.766065992,245590.72755268568
operational,18483881.766065992,245590.72755268568
daily_sustain_net,43720.53462895678,263.50432492720057
bullwhip,11.353998757803346,0.9815233752630256
inv_turnover,0.012906115925839576,0.00020908213064902106
sustainability_score,0.7061827295376071,0.0030342556055714025
