Metric,Mean,Std
total,15342312.365927918,306060.36892310705
operational,15342312.365927918,306060.36892310705
daily_sustain_net,26559.45200957888,542.4272912923796
bullwhip,28.033637434730167,3.036817755945862
inv_turnover,0.01807081349420487,0.0007065072190915048
sustainability_score,0.535886829397537,0.000897363857404425
