Metric,Mean,Std
total,17720580.6702045,736728.2256982317
operational,17720580.6702045,736728.2256982317
daily_sustain_net,46097.968845784504,758.0635679593528
bullwhip,0.5195566513524605,0.06289594498032668
inv_turnover,0.016896760289529567,0.0007733733310691568
sustainability_score,0.5603185404105451,0.0016818493436319523
