Metric,Mean,Std
total,45297284.42801121,477687.4096045932
operational,45297284.42801121,477687.4096045932
daily_sustain_net,104711.15001459853,1.4551915228366852e-11
bullwhip,0.0,0.0
inv_turnover,0.008800152950011022,0.00010367972935093457
sustainability_score,0.5728416572363257,1.1102230246251565e-16
