seed,scenario,model,episode,total_cost,operational_cost,daily_sustain_net,sustainability_score,bullwhip_ratio,inv_turnover
456,Stable_Operations,M1: Base-Stock,0,44788157.01674652,44788157.01674652,104711.15001459852,0.5728416572363259,0.0,0.008919816144300239
456,Stable_Operations,M1: Base-Stock,1,44763294.411865234,44763294.411865234,104711.15001459852,0.5728416572363259,0.0,0.00894901971469192
456,Stable_Operations,M1: Base-Stock,2,45062729.823791504,45062729.823791504,104711.15001459852,0.5728416572363259,0.0,0.008825124770562623
456,Stable_Operations,M1: Base-Stock,3,45176399.21258545,45176399.21258545,104711.15001459852,0.5728416572363259,0.0,0.008834043940378232
456,Stable_Operations,M1: Base-Stock,4,45326000.59313202,45326000.59313202,104711.15001459852,0.5728416572363259,0.0,0.008800008920307162
456,Stable_Operations,M1: Base-Stock,5,46275075.20055771,46275075.20055771,104711.15001459852,0.5728416572363259,0.0,0.008588733432907931
456,Stable_Operations,M1: Base-Stock,6,45001800.26263428,45001800.26263428,104711.15001459852,0.5728416572363259,0.0,0.008863413238285097
456,Stable_Operations,M1: Base-Stock,7,45598347.46878815,45598347.46878815,104711.15001459852,0.5728416572363259,0.0,0.008725525620555334
456,Stable_Operations,M1: Base-Stock,8,44424177.30551529,44424177.30551529,104711.15001459852,0.5728416572363259,0.0,0.008971861328631129
456,Stable_Operations,M1: Base-Stock,9,45387183.92953873,45387183.92953873,104711.15001459852,0.5728416572363259,0.0,0.008758942789748574
456,Stable_Operations,M1: Base-Stock,10,45724023.463918686,45724023.463918686,104711.15001459852,0.5728416572363259,0.0,0.008720553027315196
456,Stable_Operations,M1: Base-Stock,11,44973274.03829193,44973274.03829193,104711.15001459852,0.5728416572363259,0.0,0.008867002487638966
456,Stable_Operations,M1: Base-Stock,12,44711784.18104553,44711784.18104553,104711.15001459852,0.5728416572363259,0.0,0.008908530325437128
456,Stable_Operations,M1: Base-Stock,13,45175062.14017677,45175062.14017677,104711.15001459852,0.5728416572363259,0.0,0.008839972337413451
456,Stable_Operations,M1: Base-Stock,14,44739978.86482048,44739978.86482048,104711.15001459852,0.5728416572363259,0.0,0.008929804974793652
456,Stable_Operations,M1: Base-Stock,15,45478819.91064072,45478819.91064072,104711.15001459852,0.5728416572363259,0.0,0.008752722328911411
456,Stable_Operations,M1: Base-Stock,16,45096624.28997421,45096624.28997421,104711.15001459852,0.5728416572363259,0.0,0.008849814484589005
456,Stable_Operations,M1: Base-Stock,17,45587864.907318115,45587864.907318115,104711.15001459852,0.5728416572363259,0.0,0.008733136033533774
456,Stable_Operations,M1: Base-Stock,18,45695363.923511505,45695363.923511505,104711.15001459852,0.5728416572363259,0.0,0.008696537461555789
456,Stable_Operations,M1: Base-Stock,19,44913104.39683914,44913104.39683914,104711.15001459852,0.5728416572363259,0.0,0.008880349275244224
