Metric,Mean,Std
total,8327504.271456777,892750.5309289672
operational,8327504.271456777,892750.5309289672
daily_sustain_net,40101.196852781875,959.0020608912747
bullwhip,12.585545154666558,1.3187437707904244
inv_turnover,0.3695103199301908,0.012780476758845563
sustainability_score,0.8164762135787308,0.006452739019461545
