Metric,Mean,Std
total,45282808.29030033,558605.7764679181
operational,45282808.29030033,558605.7764679181
daily_sustain_net,104711.15001459853,1.4551915228366852e-11
bullwhip,0.0,0.0
inv_turnover,0.008799628829400573,0.00011994579397569445
sustainability_score,0.5728416572363257,1.1102230246251565e-16
