Metric,Mean,Std
total,19125332.636757165,554006.998924369
operational,19125332.636757165,554006.998924369
daily_sustain_net,104711.15001459853,1.4551915228366852e-11
bullwhip,0.0,0.0
inv_turnover,0.024289322571140498,0.0009119348296064542
sustainability_score,0.5728416572363257,1.1102230246251565e-16
