step,total_cost,sustainability_score,service_level,entropy_coef,curriculum_stage
1000,114177.1566,48617.6426,0.9962,0.010000,0
2000,121596.4181,51156.3066,0.9948,0.010000,0
3000,123874.2380,52359.6104,0.9946,0.010000,0
4000,125281.1172,53478.2726,0.9959,0.010000,0
5000,113390.5334,47690.1090,0.9933,0.010000,0
6000,119058.3312,50415.1999,0.9939,0.010000,0
7000,125762.5890,52682.9159,0.9953,0.010000,0
8000,126810.5138,53070.5678,0.9968,0.010000,0
9000,116903.2549,47375.6825,0.9969,0.010000,0
10000,121405.9481,50695.6907,0.9953,0.010000,0
11000,126751.7136,53274.1319,0.9929,0.010000,0
12000,124087.0811,51647.3233,0.9965,0.010000,0
13000,114150.1390,47611.4305,0.9939,0.010000,0
14000,117935.5986,49883.8140,0.9949,0.010000,0
15000,121677.5738,52853.2829,0.9946,0.010000,0
16000,118058.2817,49970.9563,0.9951,0.010000,0
17000,115551.6884,50355.3112,0.9946,0.010000,0
18000,122118.1119,52122.0788,0.9931,0.010000,0
19000,125265.8964,54357.7600,0.9951,0.010000,0
20000,114150.4314,49269.0361,0.9976,0.010000,0
21000,113290.8972,49082.2052,0.9949,0.010000,0
22000,118812.8361,51691.4346,0.9935,0.010000,0
23000,125665.5469,55311.5620,0.9937,0.010000,0
24000,111674.8100,48377.1511,0.9969,0.010000,0
25000,116815.0244,50987.9700,0.9940,0.010000,0
26000,121916.0600,53086.7223,0.9949,0.010000,0
27000,126082.1115,54667.2133,0.9969,0.010000,0
28000,113552.9002,49301.3803,0.9946,0.010000,0
29000,115843.0036,51239.2214,0.9952,0.010000,0
30000,122017.6293,53880.6376,0.9947,0.010000,0
31000,121917.9544,52624.1823,0.9947,0.010000,0
32000,109898.0972,48087.2274,0.9967,0.010000,0
33000,115810.7234,50246.7038,0.9940,0.010000,0
34000,126062.7482,53797.3774,0.9940,0.010000,0
35000,117111.6412,50649.3090,0.9978,0.010000,0
36000,111952.6620,47640.1155,0.9940,0.010000,0
37000,115925.8075,48719.8442,0.9929,0.010000,0
38000,119732.1351,52377.2326,0.9951,0.010000,0
39000,115302.5022,48691.9934,0.9951,0.010000,0
40000,111890.6732,47464.6300,0.9943,0.010000,0
41000,116830.1203,49699.0904,0.9960,0.010000,0
42000,124284.9243,51766.4393,0.9942,0.010000,0
43000,112598.6467,46857.0202,0.9969,0.010000,0
44000,115945.2985,48489.2206,0.9937,0.010000,0
45000,121121.0249,51956.9160,0.9955,0.010000,0
46000,123592.9220,52177.3520,0.9949,0.010000,0
47000,112147.5998,46590.3798,0.9968,0.010000,0
48000,114293.0321,46666.8200,0.9958,0.010000,0
49000,119710.3185,49955.9384,0.9948,0.010000,0
50000,123359.6106,50878.5902,0.9946,0.010000,0
51000,106731.3622,44740.3813,0.9961,0.010000,0
52000,111626.6403,47514.9025,0.9936,0.010000,0
53000,116562.8081,49544.4077,0.9947,0.010000,0
54000,120051.5318,50480.7610,0.9949,0.010000,0
55000,109437.3804,44521.3386,0.9952,0.010000,0
56000,115281.8662,47979.6101,0.9939,0.010000,0
57000,119526.8569,50619.9418,0.9944,0.010000,0
58000,119030.8354,48940.9953,0.9957,0.010000,0
59000,111143.8608,45511.1935,0.9949,0.010000,0
60000,115394.8657,47749.5657,0.9909,0.010000,0
61000,125744.6985,52243.5949,0.9958,0.010000,0
62000,116659.2646,46952.9237,0.9960,0.010000,0
63000,113813.0401,46725.4276,0.9936,0.010000,0
64000,116207.9222,48243.7055,0.9936,0.010000,0
65000,116986.5972,49991.7168,0.9943,0.010000,0
66000,113322.4444,46783.3743,0.9956,0.010000,0
67000,111210.6430,46363.7910,0.9968,0.010000,0
68000,114206.6965,48959.1505,0.9941,0.010000,0
69000,122552.8168,50997.3480,0.9933,0.010000,0
70000,109668.6418,46048.5561,0.9942,0.010000,0
71000,109760.9505,45410.2217,0.9958,0.010000,0
72000,117323.1523,49087.6196,0.9950,0.010000,0
73000,121562.9875,50955.5143,0.9970,0.010000,0
74000,105808.8727,43086.1742,0.9947,0.010000,0
75000,111544.1820,46708.4556,0.9935,0.010000,0
76000,118125.4072,49149.2537,0.9951,0.010000,0
77000,116504.3306,49185.3849,0.9976,0.010000,0
78000,103993.4507,42462.0652,0.9950,0.010000,0
79000,108583.6261,44467.1518,0.9940,0.010000,0
80000,113495.4929,48230.6109,0.9942,0.010000,0
81000,111618.7068,46222.2115,0.9967,0.010000,0
82000,107229.3036,43742.5263,0.9947,0.010000,0
83000,110088.4153,45613.5117,0.9946,0.010000,0
84000,114015.7325,47538.7984,0.9951,0.010000,0
85000,112763.1586,46945.0312,0.9968,0.010000,0
86000,106191.5901,44052.5593,0.9960,0.010000,0
87000,110481.6247,45435.9110,0.9967,0.010000,0
88000,115630.5325,48585.1611,0.9943,0.010000,0
89000,110743.0894,46590.0506,0.9973,0.010000,0
90000,110002.1389,45518.2541,0.9953,0.010000,0
91000,116109.3370,47647.3115,0.9959,0.010000,0
92000,120145.4920,50168.6007,0.9952,0.010000,0
93000,113610.0678,45376.7576,0.9979,0.010000,0
94000,115398.6531,46060.8986,0.9939,0.010000,0
95000,118801.5158,49166.1154,0.9967,0.010000,0
96000,127277.1124,51816.8796,0.9933,0.010000,0
97000,112383.3941,44548.3984,0.9954,0.010000,0
98000,118366.3256,46880.5310,0.9937,0.010000,0
99000,122062.6142,47791.1063,0.9934,0.010000,0
100000,126434.5984,50023.0137,0.9974,0.010000,0
101000,113375.8217,44160.7195,0.9955,0.010000,0
1000,114177.1566,48617.6426,0.9962,0.010000,0
102000,117068.9025,45009.2537,0.9931,0.010000,0
2000,121596.4181,51156.3066,0.9948,0.010000,0
103000,122164.8489,47497.2321,0.9941,0.010000,0
104000,121830.6046,47465.6694,0.9969,0.010000,0
3000,123874.2380,52359.6104,0.9946,0.010000,0
4000,125281.1172,53478.2726,0.9959,0.010000,0
105000,112074.9593,44347.8334,0.9954,0.010000,0
106000,117933.6255,46989.5658,0.9950,0.010000,0
5000,113390.5334,47690.1090,0.9933,0.010000,0
6000,119058.3312,50415.1999,0.9939,0.010000,0
107000,124999.7617,48866.0328,0.9925,0.010000,0
108000,118443.4623,47491.0548,0.9974,0.010000,0
7000,125762.5890,52682.9159,0.9953,0.010000,0
8000,126810.5138,53070.5678,0.9968,0.010000,0
109000,113914.5456,45339.5146,0.9946,0.010000,0
110000,118517.6161,46616.7934,0.9953,0.010000,0
9000,116903.2549,47375.6825,0.9969,0.010000,0
10000,121405.9481,50695.6907,0.9953,0.010000,0
111000,122442.8929,49541.7519,0.9940,0.010000,0
112000,115931.0683,46112.7661,0.9955,0.010000,0
11000,126751.7136,53274.1319,0.9929,0.010000,0
12000,124087.0811,51647.3233,0.9965,0.010000,0
113000,112309.9039,45653.3700,0.9942,0.010000,0
