Metric,Mean,Std
total,16702029.874768052,256732.63339236923
operational,16702029.874768052,256732.63339236923
daily_sustain_net,40267.36916026961,452.3931241067755
bullwhip,21.586661204392794,2.027423407537165
inv_turnover,0.013926279574458657,0.00025211902075926245
sustainability_score,0.5649378748018178,0.0006808260834001703
